DonorZipCode,County,TransactionAmount
90740,Orange,100
90740,Orange,2900
90740,Orange,3900
90740,Orange,1000
90740,Orange,3900
90740,Orange,1000
90740,Orange,100
90740,Orange,500
90740,Orange,250
90740,Orange,150
90740,Orange,500
90743,Orange,100
90744,Los Angeles,250
90744,Los Angeles,1000
90744,Los Angeles,100
90744,Los Angeles,100
90744,Los Angeles,1000
90744,Los Angeles,500
90744,Los Angeles,500
90744,Los Angeles,500
90744,Los Angeles,150
90744,Los Angeles,100
90744,Los Angeles,750
90744,Los Angeles,2000
90745,Los Angeles,100
90745,Los Angeles,4100
90745,Los Angeles,4100
90745,Los Angeles,1000
90745,Los Angeles,1600
90745,Los Angeles,2500
90745,Los Angeles,1000
90745,Los Angeles,500
90745,Los Angeles,100
90745,Los Angeles,500
90745,Los Angeles,150
90745,Los Angeles,250
90745,Los Angeles,1000
90745,Los Angeles,1000
90745,Los Angeles,1000
90745,Los Angeles,4100
90745,Los Angeles,1000
90745,Los Angeles,4100
90745,Los Angeles,2500
90745,Los Angeles,1000
90745,Los Angeles,2500
90745,Los Angeles,1000
90745,Los Angeles,1250
90745,Los Angeles,1250
90745,Los Angeles,4100
90745,Los Angeles,1000
90745,Los Angeles,500
90745,Los Angeles,2000
90745,Los Angeles,1000
90745,Los Angeles,2000
90745,Los Angeles,6800
90745,Los Angeles,3200
90745,Los Angeles,100
90745,Los Angeles,2000
90745,Los Angeles,1000
90745,Los Angeles,2000
90745,Los Angeles,2000
90745,Los Angeles,1000
90746,Los Angeles,390
90746,Los Angeles,100
90746,Los Angeles,100
90746,Los Angeles,100
90746,Los Angeles,100
90746,Los Angeles,50
90746,Los Angeles,140.04
90746,Los Angeles,100
90746,Los Angeles,500
90746,Los Angeles,100
90746,Los Angeles,100
90746,Los Angeles,150
90746,Los Angeles,25
90746,Los Angeles,150
90746,Los Angeles,100
90746,Los Angeles,1000
90746,Los Angeles,250
90746,Los Angeles,2500
90746,Los Angeles,5000
90746,Los Angeles,0
90748,Los Angeles,100
90748,Los Angeles,1000
90748,Los Angeles,1000
90755,Los Angeles,100
90755,Los Angeles,100
90755,Los Angeles,1000
90755,Los Angeles,1000
90755,Los Angeles,1500
90755,Los Angeles,2000
90755,Los Angeles,2000
90755,Los Angeles,250
90755,Los Angeles,250
90755,Los Angeles,2500
90755,Los Angeles,300
90755,Los Angeles,1000
90755,Los Angeles,1000
90755,Los Angeles,500
90755,Los Angeles,2500
90755,Los Angeles,50
90755,Los Angeles,2000
90755,Los Angeles,600
90755,Los Angeles,1000
90755,Los Angeles,500
90755,Los Angeles,100
90755,Los Angeles,1000
90755,Los Angeles,1000
90755,Los Angeles,2500
90755,Los Angeles,150
90755,Los Angeles,100
90755,Los Angeles,1000
90755,Los Angeles,1000
90755,Los Angeles,4100
90755,Los Angeles,25
90755,Los Angeles,1000
90755,Los Angeles,500
90755,Los Angeles,1000
90755,Los Angeles,100
90755,Los Angeles,100
90763,Los Angeles,100
90801,Los Angeles,100
90802,Los Angeles,150
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,2000
90802,Los Angeles,25
90802,Los Angeles,1000
90802,Los Angeles,1500
90802,Los Angeles,2500
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,400
90802,Los Angeles,1500
90802,Los Angeles,250
90802,Los Angeles,5000
90802,Los Angeles,1000
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,200
90802,Los Angeles,150
90802,Los Angeles,100
90802,Los Angeles,200
90802,Los Angeles,100
90802,Los Angeles,3900
90802,Los Angeles,2000
90802,Los Angeles,300
90802,Los Angeles,1000
90802,Los Angeles,2500
90802,Los Angeles,200
90802,Los Angeles,250
90802,Los Angeles,1000
90802,Los Angeles,1000
90802,Los Angeles,1000
90802,Los Angeles,1500
90802,Los Angeles,2000
90802,Los Angeles,1000
90802,Los Angeles,400
90802,Los Angeles,1500
90802,Los Angeles,100
90802,Los Angeles,4100
90802,Los Angeles,1500
90802,Los Angeles,500
90802,Los Angeles,2000
90802,Los Angeles,1500
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,250
90802,Los Angeles,3000
90802,Los Angeles,500
90802,Los Angeles,1500
90802,Los Angeles,1500
90802,Los Angeles,2500
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,250
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,250
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,750
90802,Los Angeles,100
90802,Los Angeles,200
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,100
90802,Los Angeles,750
90802,Los Angeles,125
90802,Los Angeles,40
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,750
90802,Los Angeles,750
90802,Los Angeles,250
90802,Los Angeles,200
90802,Los Angeles,100
90802,Los Angeles,200
90802,Los Angeles,694.73
90802,Los Angeles,1000
90802,Los Angeles,100
90802,Los Angeles,300
90802,Los Angeles,250
90802,Los Angeles,-200
90802,Los Angeles,150
90802,Los Angeles,50
90802,Los Angeles,50
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,150
90802,Los Angeles,1000
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,1000
90802,Los Angeles,27200
90802,Los Angeles,27200
90802,Los Angeles,1500
90802,Los Angeles,1250
90802,Los Angeles,1500
90802,Los Angeles,1000
90802,Los Angeles,160
90802,Los Angeles,250
90802,Los Angeles,125
90802,Los Angeles,40
90802,Los Angeles,50
90802,Los Angeles,250
90802,Los Angeles,1000
90802,Los Angeles,100
90802,Los Angeles,750
90802,Los Angeles,4100
90802,Los Angeles,300
90802,Los Angeles,500
90802,Los Angeles,250
90802,Los Angeles,750
90802,Los Angeles,250
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,750
90802,Los Angeles,1500
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,200
90802,Los Angeles,500
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,99
90802,Los Angeles,500
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,250
90802,Los Angeles,500
90802,Los Angeles,1600
90802,Los Angeles,1000
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,500
90802,Los Angeles,3200
90802,Los Angeles,1800
90802,Los Angeles,100
90802,Los Angeles,1500
90802,Los Angeles,25
90802,Los Angeles,500
90802,Los Angeles,750
90802,Los Angeles,500
90802,Los Angeles,750
90802,Los Angeles,100
90802,Los Angeles,750
90802,Los Angeles,750
90802,Los Angeles,250
90802,Los Angeles,250
90802,Los Angeles,750
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,250
90802,Los Angeles,100
90802,Los Angeles,1000
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,3900
90802,Los Angeles,500
90802,Los Angeles,500
90802,Los Angeles,1000
90802,Los Angeles,3900
90802,Los Angeles,1500
90802,Los Angeles,1500
90802,Los Angeles,100
90802,Los Angeles,250
90802,Los Angeles,150
90802,Los Angeles,249
90802,Los Angeles,500
90802,Los Angeles,250
90802,Los Angeles,500
90802,Los Angeles,0
90802,Los Angeles,0
90802,Los Angeles,0
90802,Los Angeles,0
90802,Los Angeles,70000
90803,Los Angeles,500
90803,Los Angeles,1000
90803,Los Angeles,125
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,1000
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,1000
90803,Los Angeles,200
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,150
90803,Los Angeles,2000
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,2000
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,150
90803,Los Angeles,1000
90803,Los Angeles,500
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,50
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,99
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,1500
90803,Los Angeles,100
90803,Los Angeles,300
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,249
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,150
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,99
90803,Los Angeles,1000
90803,Los Angeles,1000
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,1000
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,300
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,750
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,250
90803,Los Angeles,750
90803,Los Angeles,200
90803,Los Angeles,500
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,500
90803,Los Angeles,750
90803,Los Angeles,750
90803,Los Angeles,100
90803,Los Angeles,125
90803,Los Angeles,314.3
90803,Los Angeles,250
90803,Los Angeles,750
90803,Los Angeles,750
90803,Los Angeles,250
90803,Los Angeles,400
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,750
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,150
90803,Los Angeles,250
90803,Los Angeles,500
90803,Los Angeles,500
90803,Los Angeles,200
90803,Los Angeles,50
90803,Los Angeles,50
90803,Los Angeles,650
90803,Los Angeles,750
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,200
90803,Los Angeles,100
90803,Los Angeles,250
90803,Los Angeles,100
90803,Los Angeles,100
90803,Los Angeles,750
90803,Los Angeles,750
90804,Los Angeles,500
90804,Los Angeles,2000
90804,Los Angeles,1000
90804,Los Angeles,500
90804,Los Angeles,500
90804,Los Angeles,1500
90804,Los Angeles,100
90804,Los Angeles,250
90804,Los Angeles,750
90804,Los Angeles,500
90804,Los Angeles,200
90804,Los Angeles,1000
90804,Los Angeles,1000
90804,Los Angeles,1000
90804,Los Angeles,1000
90804,Los Angeles,100
90804,Los Angeles,750
90804,Los Angeles,100
90804,Los Angeles,150
90804,Los Angeles,250
90804,Los Angeles,250
90804,Los Angeles,100
90804,Los Angeles,250
90804,Los Angeles,100
90804,Los Angeles,750
90804,Los Angeles,750
90804,Los Angeles,250
90804,Los Angeles,100
90804,Los Angeles,100
90804,Los Angeles,100
90804,Los Angeles,750
90804,Los Angeles,750
90804,Los Angeles,750
90804,Los Angeles,750
90804,Los Angeles,250
90804,Los Angeles,100
90804,Los Angeles,750
90804,Los Angeles,100
90804,Los Angeles,200
90804,Los Angeles,750
90804,Los Angeles,500
90804,Los Angeles,165
90804,Los Angeles,500
90804,Los Angeles,250
90805,Los Angeles,500
90805,Los Angeles,150
90805,Los Angeles,500
90805,Los Angeles,250
90805,Los Angeles,500
90805,Los Angeles,500
90805,Los Angeles,100
90805,Los Angeles,100
90805,Los Angeles,2000
90805,Los Angeles,25
90805,Los Angeles,500
90805,Los Angeles,75
90805,Los Angeles,500
90805,Los Angeles,216
90805,Los Angeles,1000
90805,Los Angeles,900
90805,Los Angeles,100
90805,Los Angeles,500
90805,Los Angeles,125
90805,Los Angeles,125
90805,Los Angeles,250
90805,Los Angeles,250
90805,Los Angeles,100
90805,Los Angeles,250
90805,Los Angeles,150
90805,Los Angeles,500
90805,Los Angeles,250
90805,Los Angeles,250
90805,Los Angeles,250
90805,Los Angeles,200
90805,Los Angeles,250
90805,Los Angeles,100
90805,Los Angeles,500
90805,Los Angeles,1500
90805,Los Angeles,100
90805,Los Angeles,100
90805,Los Angeles,4000
90805,Los Angeles,500
90805,Los Angeles,1000
90805,Los Angeles,250
90805,Los Angeles,250
90805,Los Angeles,250
90805,Los Angeles,500
90806,Los Angeles,3500
90806,Los Angeles,100
90806,Los Angeles,1250
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,50
90806,Los Angeles,1000
90806,Los Angeles,2500
90806,Los Angeles,500
90806,Los Angeles,250
90806,Los Angeles,500
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,150
90806,Los Angeles,500
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,1000
90806,Los Angeles,250
90806,Los Angeles,500
90806,Los Angeles,1000
90806,Los Angeles,3100
90806,Los Angeles,75
90806,Los Angeles,1000
90806,Los Angeles,2000
90806,Los Angeles,500
90806,Los Angeles,1000
90806,Los Angeles,1800
90806,Los Angeles,1000
90806,Los Angeles,500
90806,Los Angeles,100
90806,Los Angeles,350
90806,Los Angeles,250
90806,Los Angeles,500
90806,Los Angeles,-100
90806,Los Angeles,500
90806,Los Angeles,3900
90806,Los Angeles,125
90806,Los Angeles,125
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,250
90806,Los Angeles,500
90806,Los Angeles,500
90806,Los Angeles,200
90806,Los Angeles,500
90806,Los Angeles,250
90806,Los Angeles,1000
90806,Los Angeles,250
90806,Los Angeles,100
90806,Los Angeles,500
90806,Los Angeles,100
90806,Los Angeles,99
90806,Los Angeles,4100
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,150
90806,Los Angeles,1000
90806,Los Angeles,75
90806,Los Angeles,4100
90806,Los Angeles,50
90806,Los Angeles,500
90806,Los Angeles,2500
90806,Los Angeles,2500
90806,Los Angeles,250
90806,Los Angeles,100
90806,Los Angeles,100
90806,Los Angeles,150
90806,Los Angeles,100
90806,Los Angeles,500
90806,Los Angeles,750
90806,Los Angeles,750
90806,Los Angeles,1000
90806,Los Angeles,500
90806,Los Angeles,500
90806,Los Angeles,250
90806,Los Angeles,0
90807,Los Angeles,1000
90807,Los Angeles,3900
90807,Los Angeles,500
90807,Los Angeles,2000
90807,Los Angeles,2000
90807,Los Angeles,1300
90807,Los Angeles,217.48
90807,Los Angeles,786.95
90807,Los Angeles,1000
90807,Los Angeles,1000
90807,Los Angeles,250
90807,Los Angeles,700
90807,Los Angeles,1000
90807,Los Angeles,2500
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,250
90807,Los Angeles,200
90807,Los Angeles,100
90807,Los Angeles,150
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,75
90807,Los Angeles,500
90807,Los Angeles,600
90807,Los Angeles,100
90807,Los Angeles,150
90807,Los Angeles,1800
90807,Los Angeles,1000
90807,Los Angeles,2000
90807,Los Angeles,125
90807,Los Angeles,1500
90807,Los Angeles,125
90807,Los Angeles,500
90807,Los Angeles,2000
90807,Los Angeles,500
90807,Los Angeles,2000
90807,Los Angeles,2500
90807,Los Angeles,4100
90807,Los Angeles,100
90807,Los Angeles,2100
90807,Los Angeles,100
90807,Los Angeles,250
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,600
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,650
90807,Los Angeles,1100
90807,Los Angeles,250
90807,Los Angeles,2100
90807,Los Angeles,198
90807,Los Angeles,100
90807,Los Angeles,450
90807,Los Angeles,1000
90807,Los Angeles,4100
90807,Los Angeles,1500
90807,Los Angeles,2600
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,500
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,125
90807,Los Angeles,150
90807,Los Angeles,250
90807,Los Angeles,100
90807,Los Angeles,99
90807,Los Angeles,-1800
90807,Los Angeles,500
90807,Los Angeles,250
90807,Los Angeles,50
90807,Los Angeles,500
90807,Los Angeles,2000
90807,Los Angeles,250
90807,Los Angeles,250
90807,Los Angeles,200
90807,Los Angeles,300
90807,Los Angeles,100
90807,Los Angeles,500
90807,Los Angeles,100
90807,Los Angeles,300
90807,Los Angeles,1000
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,100
90807,Los Angeles,250
90807,Los Angeles,250
90807,Los Angeles,349.99
90807,Los Angeles,4100
90807,Los Angeles,2000
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,500
90807,Los Angeles,500
90807,Los Angeles,750
90807,Los Angeles,500
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,750
90807,Los Angeles,165
90807,Los Angeles,990
90807,Los Angeles,1000
90807,Los Angeles,4100
90807,Los Angeles,200
90807,Los Angeles,100
90807,Los Angeles,3875.46
90807,Los Angeles,224.54
90807,Los Angeles,1000
90807,Los Angeles,1000
90807,Los Angeles,500
90807,Los Angeles,200
90807,Los Angeles,100
90807,Los Angeles,500
90807,Los Angeles,250
90807,Los Angeles,750
90807,Los Angeles,1500
90807,Los Angeles,15000
90807,Los Angeles,3000
90807,Los Angeles,0
90807,Los Angeles,0
90807,Los Angeles,0
90807,Los Angeles,0
90807,Los Angeles,0
90807,Los Angeles,1000
90808,Los Angeles,500
90808,Los Angeles,500
90808,Los Angeles,200
90808,Los Angeles,100
90808,Los Angeles,100
90808,Los Angeles,100
90808,Los Angeles,200
90808,Los Angeles,100
90808,Los Angeles,50
90808,Los Angeles,100
90808,Los Angeles,100
90808,Los Angeles,1000
90808,Los Angeles,500
90808,Los Angeles,500
90808,Los Angeles,760
90808,Los Angeles,500
90808,Los Angeles,250
90808,Los Angeles,500
90808,Los Angeles,250
90808,Los Angeles,250
90808,Los Angeles,100
90808,Los Angeles,100
90808,Los Angeles,1000
90808,Los Angeles,100
90808,Los Angeles,100
90808,Los Angeles,50
90808,Los Angeles,250
90808,Los Angeles,25
90808,Los Angeles,100
90808,Los Angeles,50
90808,Los Angeles,100
90808,Los Angeles,500
90808,Los Angeles,375
90808,Los Angeles,375
90808,Los Angeles,1000
90808,Los Angeles,375
90808,Los Angeles,100
90808,Los Angeles,250
90808,Los Angeles,100
90808,Los Angeles,200
90808,Los Angeles,500
90808,Los Angeles,500
90808,Los Angeles,100
90808,Los Angeles,250
90808,Los Angeles,250
90808,Los Angeles,100
90808,Los Angeles,150
90808,Los Angeles,300
90808,Los Angeles,500
90808,Los Angeles,100
90808,Los Angeles,150
90808,Los Angeles,500
90808,Los Angeles,250
90808,Los Angeles,250
90809,Los Angeles,500
90810,Los Angeles,100
90810,Los Angeles,1000
90810,Los Angeles,2500
90810,Los Angeles,200
90810,Los Angeles,2500
90810,Los Angeles,2500
90810,Los Angeles,1000
90810,Los Angeles,4100
90810,Los Angeles,-4100
90810,Los Angeles,1000
90810,Los Angeles,500
90810,Los Angeles,100
90810,Los Angeles,1000
90810,Los Angeles,1600
90810,Los Angeles,500
90810,Los Angeles,128
90810,Los Angeles,4100
90810,Los Angeles,2500
90810,Los Angeles,2500
90810,Los Angeles,-2500
90810,Los Angeles,100
90813,Los Angeles,100
90813,Los Angeles,250
90813,Los Angeles,250
90813,Los Angeles,250
90813,Los Angeles,750
90813,Los Angeles,250
90813,Los Angeles,750
90813,Los Angeles,250
90813,Los Angeles,125
90813,Los Angeles,50
90813,Los Angeles,250
90813,Los Angeles,100
90813,Los Angeles,250
90813,Los Angeles,250
90813,Los Angeles,500
90813,Los Angeles,200
90813,Los Angeles,100
90813,Los Angeles,150
90814,Los Angeles,2000
90814,Los Angeles,25
90814,Los Angeles,100
90814,Los Angeles,150
90814,Los Angeles,100
90814,Los Angeles,1000
90814,Los Angeles,100
90814,Los Angeles,1000
90814,Los Angeles,100
90814,Los Angeles,500
90814,Los Angeles,1000
90814,Los Angeles,100
90814,Los Angeles,1000
90814,Los Angeles,2200
90814,Los Angeles,800
90814,Los Angeles,2000
90814,Los Angeles,1300
90814,Los Angeles,1300
90814,Los Angeles,250
90814,Los Angeles,250
90814,Los Angeles,100
90814,Los Angeles,500
90814,Los Angeles,100
90814,Los Angeles,750
90814,Los Angeles,100
90814,Los Angeles,250
90814,Los Angeles,100
90814,Los Angeles,100
90814,Los Angeles,1000
90814,Los Angeles,50
90814,Los Angeles,50
90814,Los Angeles,100
90814,Los Angeles,750
90814,Los Angeles,500
90814,Los Angeles,250
90814,Los Angeles,200
90814,Los Angeles,100
90814,Los Angeles,500
90814,Los Angeles,750
90814,Los Angeles,750
90814,Los Angeles,35
90814,Los Angeles,250
90814,Los Angeles,300
90814,Los Angeles,100
90814,Los Angeles,100
90814,Los Angeles,100
90814,Los Angeles,296
90814,Los Angeles,400
90814,Los Angeles,250
90814,Los Angeles,200
90814,Los Angeles,2000
90814,Los Angeles,250
90814,Los Angeles,150
90814,Los Angeles,100
90814,Los Angeles,250
90814,Los Angeles,500
90814,Los Angeles,100
90814,Los Angeles,200
90814,Los Angeles,100
90814,Los Angeles,100
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,125
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,1000
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,300
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,125
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,75
90815,Los Angeles,200
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,1800
90815,Los Angeles,250
90815,Los Angeles,250
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,125
90815,Los Angeles,125
90815,Los Angeles,125
90815,Los Angeles,125
90815,Los Angeles,250
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,250
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,750
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,124
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,1000
90815,Los Angeles,100
90815,Los Angeles,200
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,50
90815,Los Angeles,100
90815,Los Angeles,198
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,1000
90815,Los Angeles,200
90815,Los Angeles,250
90815,Los Angeles,250
90815,Los Angeles,500
90815,Los Angeles,300
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,1000
90815,Los Angeles,500
90815,Los Angeles,2000
90815,Los Angeles,100
90815,Los Angeles,1000
90815,Los Angeles,250
90815,Los Angeles,250
90815,Los Angeles,150
90815,Los Angeles,100
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,250
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,300
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,500
90815,Los Angeles,100
90815,Los Angeles,750
90815,Los Angeles,750
90815,Los Angeles,100
90815,Los Angeles,750
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,100
90815,Los Angeles,500
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,200
90815,Los Angeles,100
90815,Los Angeles,750
90815,Los Angeles,750
90815,Los Angeles,100
90815,Los Angeles,600
90815,Los Angeles,200
90815,Los Angeles,500
90815,Los Angeles,500
90815,Los Angeles,1000
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,250
90815,Los Angeles,100
90815,Los Angeles,250
90815,Los Angeles,250
90831,Los Angeles,1000
90831,Los Angeles,500
90831,Los Angeles,250
90831,Los Angeles,1000
90831,Los Angeles,2500
90831,Los Angeles,500
90831,Los Angeles,100000
90903,Los Angeles,500
91001,Los Angeles,200
91001,Los Angeles,200
91001,Los Angeles,250
91001,Los Angeles,100
91001,Los Angeles,1300
91001,Los Angeles,100
91001,Los Angeles,500
91001,Los Angeles,100
91001,Los Angeles,200
91001,Los Angeles,100
91001,Los Angeles,200
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,250
91001,Los Angeles,250
91001,Los Angeles,250
91001,Los Angeles,250
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,500
91001,Los Angeles,150
91001,Los Angeles,125
91001,Los Angeles,100
91001,Los Angeles,150
91001,Los Angeles,125
91001,Los Angeles,100
91001,Los Angeles,250
91001,Los Angeles,100
91001,Los Angeles,500
91001,Los Angeles,500
91001,Los Angeles,100
91001,Los Angeles,200
91001,Los Angeles,1000
91001,Los Angeles,500
91001,Los Angeles,1000
91001,Los Angeles,250
91001,Los Angeles,250
91001,Los Angeles,500
91001,Los Angeles,1000
91001,Los Angeles,100
91001,Los Angeles,2500
91001,Los Angeles,-2475
91001,Los Angeles,1000
91001,Los Angeles,100
91001,Los Angeles,100
91001,Los Angeles,17.76
91001,Los Angeles,17.76
91001,Los Angeles,17.76
91001,Los Angeles,100
91001,Los Angeles,500
91001,Los Angeles,500
91001,Los Angeles,150
91001,Los Angeles,500
91001,Los Angeles,150
91001,Los Angeles,250
91001,Los Angeles,1000
91001,Los Angeles,250
91001,Los Angeles,500
91006,Los Angeles,4100
91006,Los Angeles,4100
91006,Los Angeles,500
91006,Los Angeles,130
91006,Los Angeles,650
91006,Los Angeles,650
91006,Los Angeles,260
91006,Los Angeles,150
91006,Los Angeles,1000
91006,Los Angeles,100
91006,Los Angeles,9000
91006,Los Angeles,1000
91006,Los Angeles,4100
91006,Los Angeles,500
91006,Los Angeles,1500
91006,Los Angeles,902.41
91006,Los Angeles,2500
91006,Los Angeles,1800
91006,Los Angeles,200
91006,Los Angeles,300
91006,Los Angeles,200
91006,Los Angeles,1000
91006,Los Angeles,500
91006,Los Angeles,1000
91006,Los Angeles,4100
91006,Los Angeles,1000
91006,Los Angeles,1000
91006,Los Angeles,250
91006,Los Angeles,250
91006,Los Angeles,1000
