"Application Number","Incentive Amount","Total Cost","Host Customer Physical Zip Code"
"SCE-CSI-17754",5100,41495,92869
"SCE-CSI-07419",19054,88583,92869
"SCE-CSI-33783",1919,39480,92869
"SCE-CSI-19680",3761,25756,92869
"SCE-CSI-49465",1522,33290,92869
"SCE-CSI-41768",1729,29250,92869
"SCE-CSI-27944",1910,17126.4,92869
"SCE-CSI-38754",1679,28656,92869
"SCE-CSI-38367",1759,30845,92869
"SCE-CSI-51451",1125,31823,92869
"SCE-CSI-41143",1622,27428,92869
"SCE-CSI-46569",918,22491,92869
"SCE-CSI-41502",2547,38211.24,92869
"SCE-CSI-43001",1376,33100,92869
"SCE-CSI-51770",2300,57926.21,92869
"SCE-CSI-52645",749,13174,92869
"SCE-CSI-52349",1553,39096,92869
"SCE-CSI-52377",1193,34535.36,92869
"SCE-CSI-52790",787,32200,92869
"SCE-CSI-54428",903,26734,92869
"SCE-CSI-55121",778,16999,92869
"SCE-CSI-56469",469,13880,92869
"SCE-CSI-56526",1346,41630.4,92869
"SCE-CSI-57604",1249,30000,92869
"SCE-CSI-57742",1011,23400,92869
"SCE-CSI-20194",3562,25446.75,92869
"SCE-CSI-28531",3313,31044,92869
"SCE-CSI-27337",2283,34730,92869
"SCE-CSI-28585",2074,28633,92869
"SCE-CSI-17290",9794,49950,92869
"SCE-CSI-38450",1312,21165,92869
"SCE-CSI-24962",2266,22028.3,92869
"SCE-CSI-27239",2093,22403,92869
"SCE-CSI-36584",2671,45372,92869
"SCE-CSI-33626",2112,44266,92869
"SCE-CSI-06648",2569,22658,92869
"SCE-CSI-48893",933,24063,92869
"SCE-CSI-07154",11763,62560,92869
"SCE-CSI-25215",3341,33057.45,92869
"SCE-CSI-12838",6921,35700,92869
"SCE-CSI-34989",968,25700,92869
"SCE-CSI-40637",2136,35390,92869
"SCE-CSI-13969",11819,48165,92869
"SCE-CSI-29595",1204,17512.8,92869
"SCE-CSI-12851",20072,124474.96,92869
"SCE-CSI-43937",1112,28152,92869
"SCE-CSI-09322",7870,38308,92869
"SCE-CSI-00451",19868,66176.98,92869
"SCE-CSI-09043",36434,131100,92869
"SCE-CSI-10001",5668,25696,92869
"SCE-CSI-27248",3012,25779,92869
"SCE-CSI-43558",1480,36480.41,92869
"SCE-CSI-47790",1170,26277.39,92869
"SCE-CSI-29600",3414,36948,92869
"SCE-CSI-07312",3627,30825,92869
"SCE-CSI-32359",590,8420,92869
"SCE-CSI-22000",3565,20832,92869
"SCE-CSI-50321",1135,35059,92869
"SCE-CSI-38969",1561,26268,92869
"SCE-CSI-02524",25940,98735.24,92869
"SCE-CSI-09743",4695,41585,92869
"SCE-CSI-41526",1574,37122,92869
"SCE-CSI-01947",6088,20486,92869
"SCE-CSI-03278",6508,29952,92869
"SCE-CSI-21242",5164,27040,92869
"SCE-CSI-46243",1514,30905,92869
"SCE-CSI-31309",5592,53730,92869
"SCE-CSI-33291",2028,36051.27,92869
"SCE-CSI-13999",4428,22400,92869
"SCE-CSI-32761",1549,26268,92869
"SCE-CSI-22984",5261,43939,92869
"SCE-CSI-08067",6666,33257.03,92869
"SCE-CSI-14000",10569,58320,92869
"SCE-CSI-18712",5074,49555.8,92869
"SCE-CSI-36101",1199,24235.57,92869
"SCE-CSI-39748",2700,33389,92869
"SCE-CSI-38323",1887,26456,92869
"SCE-CSI-30297",2546,23096.6,92869
"SCE-CSI-19319",7711,68642.4,92869
"SCE-CSI-08091",7739,33075,92869
"SCE-CSI-54092",851,24010,92869
"SCE-CSI-35521",1251,33283,92869
"SCE-CSI-43328",588,19968,92869
"SCE-CSI-26164",3810,42751,92869
"SCE-CSI-45365",430,13746,92869
"SCE-CSI-30060",5532,50255,92869
"SCE-CSI-26238",7640,97000,92869
"SCE-CSI-20355",6358,52911.85,92869
"SCE-CSI-06843",3737,30824.5,92869
"SCE-CSI-50379",524,12495,92869
"SCE-CSI-30248",2151,20298,92869
"SCE-CSI-39768",1180,21111,92869
"SCE-CSI-28399",4694,54565,92869
"SCE-CSI-08802",9293,40508,92869
"SCE-CSI-11363",8303,28922,92869
"SCE-CSI-07238",8064,36750,92869
"SCE-CSI-05166",4345,29590,92869
"SCE-CSI-11359",6526,28350,92869
"SCE-CSI-18126",1958,26520,92869
"SCE-CSI-18854",5768,35520,92869
"SCE-CSI-30342",3326,35496,92869
"SCE-CSI-26745",1992,19589.6,92869
"SCE-CSI-29114",3906,34626,92869
"SCE-CSI-29891",3495,36685.64,92869
"SCE-CSI-21278",2894,26000,92869
"SCE-CSI-26513",2285,25791,92869
"SCE-CSI-35287",955,10916.16,92869
"SCE-CSI-22393",6134,50452.45,92869
"SCE-CSI-08925",9008,47263.2,92869
"SCE-CSI-00029",18326.35,82995,92869
"SCE-CSI-02118",18878,81621,92869
"SCE-CSI-09235",9428,40844.58,92869
"SCE-CSI-32498",2743,52878,92869
"SCE-CSI-45649",817,25498,92869
"SCE-CSI-26024",2190,22038.3,92869
"SCE-CSI-08780",10129,43833,92869
"SCE-CSI-26781",3516,44251,92869
"SCE-CSI-43928",675,17500.69,92869
"SCE-CSI-13523",11461,55120,92869
"SCE-CSI-54184",1567,36664,92869
"SCE-CSI-47442",1202,40768,92869
"SCE-CSI-07246",5157,31574.67,92869
"SCE-CSI-19940",3511,23495,92869
"SCE-CSI-10707",7497,20000,92869
"SCE-CSI-24375",4680,76788,92869
"SCE-CSI-43905",1046,33468,92869
"SCE-CSI-23179",3273,21350,92869
"SCE-CSI-14450",2440,20900,92869
"SCE-CSI-16865",3979,19042.75,92869
"SCE-CSI-24634",1704,30610,92869
"SCE-CSI-30355",4499,42617,92869
"SCE-CSI-06002",5520,26188.99,92869
"SCE-CSI-09165",4015,33548,92869
"SCE-CSI-51913",613,23570,92869
"SCE-CSI-19164",4723,30719,92869
"SCE-CSI-26826",2742,42808.8,92869
"SCE-CSI-54723",534,13445,92869
"SCE-CSI-26043",2532,26935.7,92869
"SCE-CSI-30079",5205,54067,92869
"SCE-CSI-06983",7581,56790,92869
"SCE-CSI-36916",1017,16800,92869
"SCE-CSI-26878",2973,28326.9,92869
"SCE-CSI-21418",2737,22880.8,92869
"SCE-CSI-38760",2336,41444,92869
"SCE-CSI-39508",1735,30474.6,92869
"SCE-CSI-24402",3006,36433,92869
"SCE-CSI-30561",1903,20634.6,92869
"SCE-CSI-50489",1660,47142,92869
"SCE-CSI-13380",2908,18007.5,92869
"SCE-CSI-43954",818,26753,92869
"SCE-CSI-07046",3956,33548,92869
"SCE-CSI-42060",1734,42994,92869
"SCE-CSI-04990",8193,48735,92869
"SCE-CSI-08683",2899,24920,92869
"SCE-CSI-22074",3884,24346,92869
"SCE-CSI-21038",1742,15002.4,92869
"SCE-CSI-05703",3456,22499.5,92869
"SCE-CSI-37212",2320,39799,92869
"SCE-CSI-08231",11100,50200.5,92869
"SCE-CSI-17971",2419,18500,92869
"SCE-CSI-23462",5783,43956,92869
"SCE-CSI-51395",1182,38246,92869
"SCE-CSI-21046",2920,35280,92869
"SCE-CSI-45749",1489,36892,92869
"SCE-CSI-12658",4196,26488,92869
"SCE-CSI-05886",4772,33548,92869
"SCE-CSI-35337",2894,42700,92869
"SCE-CSI-53243",421,10879,92869
"SCE-CSI-17312",7575,38711.25,92869
"SCE-CSI-23750",9119,55660,92869
"SCE-CSI-31981",5088,56380,92869
"SCE-CSI-14109",5233,28000,92869
"SCE-CSI-13445",3029,25325,92869
"SCE-CSI-26874",2125,18806,92869
"SCE-CSI-05208",26609,149083.2,92869
"SCE-CSI-19842",2797,19240,92869
"SCE-CSI-18359",8209,46100,92869
"SCE-CSI-13001",4937,38976,92869
"SCE-CSI-05046",4015,27361,92869
"SCE-CSI-07832",3627,31358,92869
"SCE-CSI-38083",1441,25300,92869
"SCE-CSI-09090",5977,34640,92869
"SCE-CSI-25416",3173,34614,92869
"SCE-CSI-04231",19355,76548,92869
"SCE-CSI-45375",1611,39864.62,92869
"SCE-CSI-46134",1455,30905,92869
"SCE-CSI-39017",1582,26989.2,92869
"SCE-CSI-13868",8358,36025.31,92869
"SCE-CSI-16956",10197,64259,92869
"SCE-CSI-38874",991,15385,92869
"SCE-CSI-10479",7731,45754.8,92869
"SCE-CSI-15821",6978,32884,92869
"SCE-CSI-14547",10021,54990,92869
"SCE-CSI-10031",8083,41176.8,92870
"SCE-CSI-52754",1134,41233.5,92870
"SCE-CSI-50957",1084,33520,92870
"SCE-CSI-22250",5175,28601,92870
"SCE-CSI-09581",5348,25900,92870
"SCE-CSI-34427",1515,32275,92870
"SCE-CSI-19882",6904,59284,92870
"SCE-CSI-16073",7917,34880,92870
"SCE-CSI-15699",5880,29970,92870
"SCE-CSI-46613",946,27000,92870
"SCE-CSI-11790",2420,25380,92870
"SCE-CSI-30625",2348,26393,92870
"SCE-CSI-21606",3256,39280,92870
"SCE-CSI-36258",1950,50605,92870
"SCE-CSI-17519",2024,15750,92870
"SCE-CSI-46471",843,20580,92870
"SCE-CSI-25120",2685,47000,92870
"SCE-CSI-45291",1092,29376,92870
"SCE-CSI-32039",2421,35025.6,92870
"SCE-CSI-19019",9615,58250,92870
"SCE-CSI-20755",5405,39440,92870
"SCE-CSI-13034",6150,40219.2,92870
"SCE-CSI-19642",3732,35250,92870
"SCE-CSI-15551",4301,17866,92870
"SCE-CSI-05258",9330,34089.9,92870
"SCE-CSI-22692",3770,33755.4,92870
"SCE-CSI-14835",5896,23438,92870
"SCE-CSI-09650",17104,82782,92870
"SCE-CSI-18879",2082,27700,92870
"SCE-CSI-43901",1065,24650,92870
"SCE-CSI-21640",5635,33651,92870
"SCE-CSI-29938",2136,31725,92870
"SCE-CSI-20343",5184,38088,92870
"SCE-CSI-25715",1524,26000,92870
"SCE-CSI-09711",2345,17675,92870
"SCE-CSI-40866",1860,31022.28,92870
"SCE-CSI-12241",3058,24550,92870
"SCE-CSI-30949",2209,36025.59,92870
"SCE-CSI-36510",2744,49000,92870
"SCE-CSI-13382",7776,38473,92870
"SCE-CSI-27618",2098,29102.4,92870
"SCE-CSI-15297",9978,39967,92870
"SCE-CSI-25100",2796,47000,92870
"SCE-CSI-24911",1553,24150,92870
"SCE-CSI-12247",4931,35250,92870
"SCE-CSI-12145",11300,59952.2,92870
"SCE-CSI-43472",1187,26599,92870
"SCE-CSI-12257",4797,35250,92870
"SCE-CSI-25506",1817,21956.4,92870
"SCE-CSI-55983",784,33129.81,92870
"SCE-CSI-18644",3739,23609,92870
"SCE-CSI-00895",11705,46613,92870
"SCE-CSI-17080",7051,45246.6,92870
"SCE-CSI-52757",1260,37485,92870
"SCE-CSI-46112",1374,37368,92870
"SCE-CSI-37023",1396,27239,92870
"SCE-CSI-48072",594,9708,92870
"SCE-CSI-29592",1539,23134.06,92870
"SCE-CSI-40823",1356,22950,92870
"SCE-CSI-42472",1004,34444.2,92870
"SCE-CSI-45305",972,23275,92870
"SCE-CSI-49525",1294,35000,92870
"SCE-CSI-43521",420,18243,92870
"SCE-CSI-52244",1668,51000,92870
"SCE-CSI-52300",2338,60368,92870
"SCE-CSI-52528",924,23520,92870
"SCE-CSI-52831",631,24000,92870
"SCE-CSI-44101",1021,24438,92870
"SCE-CSI-54579",1078,34986,92870
"SCE-CSI-27479",1568,12475,92870
"SCE-CSI-05116",8587,39309.04,92870
"SCE-CSI-56689",671,19208,92870
"SCE-CSI-37829",1464,12257.17,92870
"SCE-CSI-35185",1332,22878,92870
"SCE-CSI-58240",850,28298,92870
"SCE-CSI-17582",5414,21514,92870
"SCE-CSI-33436",1812,50592,92870
"SCE-CSI-16201",8243,52508.4,92870
"SCE-CSI-41457",1778,26460,92870
"SCE-CSI-31662",3351,28737,92870
"SCE-CSI-50255",1442,24594,92870
"SCE-CSI-35459",2758,51750,92870
"SCE-CSI-02836",17649,71184.09,92870
"SCE-CSI-41461",1640,27746,92870
"SCE-CSI-18670",3531,24420,92870
"SCE-CSI-09174",2934,24200,92870
"SCE-CSI-43254",861,18620,92870
"SCE-CSI-17365",4811,24975,92870
"SCE-CSI-12833",4901,35250,92870
"SCE-CSI-09175",74329,219009.73,92870
"SCE-CSI-21115",3654,21783,92870
"SCE-CSI-41832",1399,31830,92870
"SCE-CSI-42527",1095,18705,92870
"SCE-CSI-10690",2987,27550,92870
"SCE-CSI-20863",8605,48536,92870
"SCE-CSI-18128",1921,27219,92870
"SCE-CSI-22892",2075,15093,92870
"SCE-CSI-09749",4028,33695,92870
"SCE-CSI-38152",2071,38500,92870
"SCE-CSI-15899",5950,23438,92870
"SCE-CSI-43543",1314,31416,92870
"SCE-CSI-39128",1340,17025,92870
"SCE-CSI-16264",9847,49422,92870
"SCE-CSI-14883",8695,52508.4,92870
"SCE-CSI-11845",3439,20994,92870
"SCE-CSI-01476",32270,142545.2,92870
"SCE-CSI-02544",14437,63159.21,92870
"SCE-CSI-03680",13710,44965.65,92870
"SCE-CSI-17151",5966,23438,92870
"SCE-CSI-39129",1618,19545,92870
"SCE-CSI-29568",2142,19550,92870
"SCE-CSI-21447",5789,35500,92870
"SCE-CSI-12849",4808,35250,92870
"SCE-CSI-30695",2347,35025.59,92870
"SCE-CSI-10714",8744,40249.35,92870
"SCE-CSI-26471",2261,35250,92870
"SCE-CSI-22931",3056,23994,92870
"SCE-CSI-38961",1754,21225,92870
"SCE-CSI-21125",2948,22644,92870
"SCE-CSI-05830",11988,56511,92870
"SCE-CSI-00165",15061.34,60330.59,92870
"SCE-CSI-53816",613,21669.5,92870
"SCE-CSI-20586",4129,29304,92870
"SCE-CSI-25733",1508,26000,92870
"SCE-CSI-38179",1758,31044,92870
"SCE-CSI-03734",4095,25344,92870
"SCE-CSI-14625",3292,28460,92870
"SCE-CSI-27873",2718,32500,92870
"SCE-CSI-16320",7031,27664,92870
"SCE-CSI-47924",730,17493,92870
"SCE-CSI-15322",5014,28109.7,92870
"SCE-CSI-15700",3477,30720,92870
"SCE-CSI-48268",912,25500,92870
"SCE-CSI-27845",2602,26883.6,92870
"SCE-CSI-18186",2196,24000,92870
"SCE-CSI-03746",4095,25344,92870
"SCE-CSI-10028",6648,39637.4,92870
"SCE-CSI-49720",1350,29224,92870
"SCE-CSI-49726",848,21522,92870
"SCE-CSI-12883",2900,27950,92870
"SCE-CSI-42898",1476,37050,92870
"SCE-CSI-19308",4732,29304,92870
"SCE-CSI-47166",1366,32372.7,92870
"SCE-CSI-11300",7546,39312,92870
"SCE-CSI-15791",5448,21514,92870
"SCE-CSI-18452",2352,16627.8,92870
"SCE-CSI-13785",2906,25000,92870
"SCE-CSI-38336",1601,29280,92870
"SCE-CSI-48790",1086,25000,92870
"SCE-CSI-38804",1676,28050,92870
"SCE-CSI-39761",2066,30183,92870
"SCE-CSI-51654",1100,34986,92870
"SCE-CSI-39604",1386,26010,92870
"SCE-CSI-07320",3810,17150,92870
"SCE-CSI-07687",2985,18706.9,92870
"SCE-CSI-52952",1168,28313.46,92870
"SCE-CSI-00654",6651,20640.87,92870
"SCE-CSI-34850",3770,30891,92870
"SCE-CSI-44194",1067,19747,92870
"SCE-CSI-46252",1614,48250,92870
"SCE-CSI-34197",1579,42808.79,92870
"SCE-CSI-13175",5671,28426,92870
"SCE-CSI-23040",4738,30756.25,92870
"SCE-CSI-10786",7708,38720,92870
"SCE-CSI-25978",4196,51232.5,92870
"SCE-CSI-46769",1294,33161.4,92870
"SCE-CSI-30799",2131,32725,92870
"SCE-CSI-18521",3334,23495,92870
"SCE-CSI-16691",3422,20513.77,92870
"SCE-CSI-36135",833,12560,92870
"SCE-CSI-17646",8579,35584,92870
"SCE-CSI-46083",1109,28701.75,92870
"SCE-CSI-14372",5966,29481.6,92870
"SCE-CSI-20952",5064,36630,92870
"SCE-CSI-29705",3248,40928,92870
"SCE-CSI-03824",13009,48264.17,92870
"SCE-CSI-30862",2405,23868,92870
"SCE-CSI-21860",3531,24420,92870
"SCE-CSI-02097",4255,19995,92870
"SCE-CSI-23092",1914,13647.7,92870
"SCE-CSI-23094",3080,22298.4,92870
"SCE-CSI-34824",1624,43300,92870
"SCE-CSI-48149",719,19992,92870
"SCE-CSI-01605",11839,61791,92870
"SCE-CSI-00703",12551.76,44285.33,92870
"SCE-CSI-05456",7275,29000,92870
"SCE-CSI-08644",2523,21826,92870
"SCE-CSI-30864",3174,28656,92870
"SCE-CSI-44702",791,19584,92870
"SCE-CSI-12638",3441,23500,92870
"SCE-CSI-19420",4303,44049.6,92870
"SCE-CSI-45652",1492,36383,92870
"SCE-CSI-53068",1587,36000,92870
"SCE-CSI-31878",2785,36627.46,92870
"SCE-CSI-08717",4034,33548,92870
"SCE-CSI-17657",5488,29877.5,92870
"SCE-CSI-08616",7442,35450,92870
"SCE-CSI-12953",11053,46550,92870
"SCE-CSI-15108",8909,38240,92870
"SCE-CSI-45062",904,31000.54,92870
"SCE-CSI-10450",2999,30700,92870
"SCE-CSI-41301",685,9255,92870
"SCE-CSI-38215",1802,30815,92870
"SCE-CSI-29898",3110,37265,92870
"SCE-CSI-46609",872,17010,92870
"SCE-CSI-06959",6227,31080,92870
"SCE-CSI-39231",1628,34738.89,92870
"SCE-CSI-31477",4983,47736,92870
"SCE-CSI-09474",6376,29400,92870
"SCE-CSI-32542",1204,25000,92870
"SCE-CSI-44022",1573,30750,92870
"SCE-CSI-07464",2571,22658,92870
"SCE-CSI-27861",2060,17300,92870
"SCE-CSI-46860",1455,32200,92870
"SCE-CSI-21138",7319,51864.75,92870
"SCE-CSI-12100",8120,47020.5,92870
"SCE-CSI-29782",4243,40366.53,92870
"SCE-CSI-23694",4327,27000,92870
"SCE-CSI-39513",919,19968,92870
"SCE-CSI-12444",2392,23600,92870
"SCE-CSI-45965",1647,31973,92870
"SCE-CSI-32191",1523,29784,92870
"SCE-CSI-20296",4184,39664,92870
"SCE-CSI-10076",5021,22050,92870
"SCE-CSI-49966",893,24990,92870
"SCE-CSI-13629",6011,36867.6,92870
"SCE-CSI-17515",4830,33300,92870
"SCE-CSI-24015",3971,23531,92870
"SCE-CSI-18797",3519,16983,92870
"SCE-CSI-16513",3771,17866,92870
"SCE-CSI-19531",4677,34465.5,92870
"SCE-CSI-25558",2489,24487,92870
"SCE-CSI-20698",4277,33466.5,92870
"SCE-CSI-53616",865,31020,92870
"SCE-CSI-29077",2355,24796,92870
"SCE-CSI-34604",1940,33631,92870
"SCE-CSI-17247",7378,37462.5,92870
"SCE-CSI-07809",3612,18300,92870
"SCE-CSI-12988",2418,22780,92870
"SCE-CSI-45838",542,13631,92870
"SCE-CSI-33584",1222,18360,92870
"SCE-CSI-54365",1021,26644,92870
"SCE-CSI-12819",2947,25875,92870
"SCE-CSI-30954",2798,42808.79,92870
"SCE-CSI-18594",5896,42849,92870
"SCE-CSI-15669",7158,29210,92870
"SCE-CSI-10171",4406,19600,92870
"SCE-CSI-41664",988,13672,92870
"SCE-CSI-42325",1686,35978,92870
"SCE-CSI-46879",789,19074,92870
"SCE-CSI-18320",3894,36708,92870
"SCE-CSI-48700",1170,30600,92870
"SCE-CSI-17354",8458,52508.4,92870
"SCE-CSI-03337",6321,37800,92870
"SCE-CSI-25864",1539,21653,92870
"SCE-CSI-07084",5635,24457.55,92870
"SCE-CSI-23866",6277,34500,92870
"SCE-CSI-45052",1114,33346,92870
"SCE-CSI-20061",4149,40378.8,92870
"SCE-CSI-20718",3926,35250,92870
"SCE-CSI-44460",955,27167.18,92870
"SCE-CSI-05214",8008,45463,92870
"SCE-CSI-36249",1565,26400,92870
"SCE-CSI-29104",2393,26555,92870
"SCE-CSI-10168",6401,21463,92877
"SCE-CSI-00985",11305,51030,92877
"SCE-CSI-06739",17351,92608.01,92877
"SCE-CSI-00924",12541.54,48540,92877
"SCE-CSI-07706",6547,47846,92877
"SCE-CSI-02943",6341,35833.2,92877
"SCE-CSI-02628",15046,78200,92877
"SCE-CSI-26237",2074,22144.5,92879
"SCE-CSI-24758",3097,35226,92879
"SCE-CSI-19635",2578,24000,92879
"SCE-CSI-04540",10503,44442,92879
"SCE-CSI-40274",1326,25245,92879
"SCE-CSI-33404",2841,48856,92879
"SCE-CSI-51688",1247,40562.85,92879
"SCE-CSI-53095",1338,32561.5,92879
"SCE-CSI-16106",5512,23898,92879
"SCE-CSI-31156",2922,31854.89,92879
"SCE-CSI-08864",3602,17850,92879
"SCE-CSI-03995",6226,30750,92879
"SCE-CSI-06447",7335,30294.8,92879
"SCE-CSI-39624",2118,36720,92879
"SCE-CSI-41128",709,12240,92879
"SCE-CSI-10132",8833,42009.09,92879
"SCE-CSI-12251",3427,22500,92879
"SCE-CSI-06475",6241,29402,92879
"SCE-CSI-26789",1857,19824,92879
"SCE-CSI-51447",1375,34892,92879
"SCE-CSI-52615",730,21719,92879
"SCE-CSI-45798",827,16694,92879
"SCE-CSI-41123",1069,21160,92879
"SCE-CSI-46983",817,21030.15,92879
"SCE-CSI-41695",986,18479,92879
"SCE-CSI-54067",966,13736,92879
"SCE-CSI-24645",3725,36730.5,92879
"SCE-CSI-56266",852,27096,92879
"SCE-CSI-56338",1048,30095,92879
"SCE-CSI-37132",1389,23576,92879
"SCE-CSI-00855",15355.8,56016,92879
"SCE-CSI-29029",2754,31707.2,92879
"SCE-CSI-27296",24048,201348,92879
"SCE-CSI-10631",30026,186668,92879
"SCE-CSI-34761",843,18554,92879
"SCE-CSI-21970",2821,27850,92879
"SCE-CSI-28113",2463,28670,92879
"SCE-CSI-46445",1489,31503.5,92879
"SCE-CSI-41839",1329,31044,92879
"SCE-CSI-36313",1156,26919,92879
"SCE-CSI-45236",957,22600,92879
"SCE-CSI-51201",1092,22917.87,92879
"SCE-CSI-25711",1504,26000,92879
"SCE-CSI-02956",13017,56480,92879
"SCE-CSI-25942",2286,32200,92879
"SCE-CSI-09201",7560,54021,92879
"SCE-CSI-49707",993,25704,92879
"SCE-CSI-07644",5271,27370,92879
"SCE-CSI-41165",1167,19760,92879
"SCE-CSI-24675",2465,22635,92879
"SCE-CSI-00013",1158028.95,2408297.06,92879
"SCE-CSI-08079",14810,83000,92879
"SCE-CSI-13462",6440,37800,92879
"SCE-CSI-40404",996,17910,92879
"SCE-CSI-46740",971,25500,92879
"SCE-CSI-33293",1167,19426,92879
"SCE-CSI-27084",1739,15695,92879
"SCE-CSI-18882",4106,37506,92879
"SCE-CSI-12893",5149,35250,92879
"SCE-CSI-55516",686,16999,92879
"SCE-CSI-38198",2070,35365,92879
"SCE-CSI-33657",2348,48307,92879
"SCE-CSI-08771",12295,180488.64,92879
"SCE-CSI-40427",1020,14950,92879
"SCE-CSI-51864",1508,38425.95,92879
"SCE-CSI-26121",2488,33487.5,92879
"SCE-CSI-43774",904,22080,92879
"SCE-CSI-26001",2306,26835.6,92879
"SCE-CSI-20621",6420,36500,92879
"SCE-CSI-12489",6484,40219.2,92879
"SCE-CSI-22026",2494,27955,92879
"SCE-CSI-50933",1061,29988,92879
"SCE-CSI-49251",901,26656,92879
"SCE-CSI-51309",1300,29430,92879
"SCE-CSI-39498",2158,36598.99,92879
"SCE-CSI-25263",2528,30080,92879
"SCE-CSI-12252",6234,47000,92879
"SCE-CSI-40812",3013,47600,92879
"SCE-CSI-28961",2365,21492,92879
"SCE-CSI-43356",404,14496,92879
"SCE-CSI-07049",12361,50894,92879
"SCE-CSI-35068",1977,33631,92879
"SCE-CSI-23247",5663,37667,92879
"SCE-CSI-51540",757,20600,92879
"SCE-CSI-26091",3207,36784,92879
"SCE-CSI-34489",2010,38586,92879
"SCE-CSI-31150",4435,36966,92879
"SCE-CSI-45256",1190,30300,92879
"SCE-CSI-46936",1414,32310.6,92879
"SCE-CSI-36246",866,15786,92879
"SCE-CSI-40511",944,20768,92879
"SCE-CSI-28667",2345,20948,92879
"SCE-CSI-06361",10307,39480,92880
"SCE-CSI-25789",1902,21272.4,92880
"SCE-CSI-50965",1001,22890,92880
"SCE-CSI-40755",1047,14251,92880
"SCE-CSI-15720",4876,34543,92880
"SCE-CSI-34884",1648,28962,92880
"SCE-CSI-50151",1366,32310.6,92880
"SCE-CSI-37590",1324,24487,92880
"SCE-CSI-52400",1038,36169.86,92880
"SCE-CSI-22377",8281,40950,92880
"SCE-CSI-28487",2672,26268,92880
"SCE-CSI-01886",23459,69720,92880
"SCE-CSI-50068",1742,49375,92880
"SCE-CSI-33503",1142,32725,92880
"SCE-CSI-28849",1566,21180,92880
"SCE-CSI-23360",3481,33135,92880
"SCE-CSI-26674",4649,46046,92880
"SCE-CSI-33518",1110,26782.22,92880
"SCE-CSI-43827",715,15840,92880
"SCE-CSI-24555",4995,73435,92880
"SCE-CSI-00846",14114.8534,87254.56,92880
"SCE-CSI-23365",2105,14751.6,92880
"SCE-CSI-30820",3898,37934.79,92880
"SCE-CSI-39845",1288,19550,92880
"SCE-CSI-22676",9270,53871.4,92880
"SCE-CSI-25181",2320,26910,92880
"SCE-CSI-47734",1032,26218,92880
"SCE-CSI-09703",10674,39615,92880
"SCE-CSI-39032",2430,39240,92880
"SCE-CSI-22684",19692,174650,92880
"SCE-CSI-27041",2701,25763.45,92880
"SCE-CSI-34900",1415,32491.9,92880
"SCE-CSI-48214",1260,30600,92880
"SCE-CSI-45885",1434,34272,92880
"SCE-CSI-39372",2383,41514,92880
"SCE-CSI-36507",971,24980,92880
"SCE-CSI-22790",2997,15695,92880
"SCE-CSI-25718",3513,49845.6,92880
"SCE-CSI-18912",10297,70188.51,92880
"SCE-CSI-45451",1927,49862,92880
"SCE-CSI-34909",3787,68400,92880
"SCE-CSI-31084",2523,26622,92880
"SCE-CSI-18386",5508,51471,92880
"SCE-CSI-54102",1152,30761,92880
"SCE-CSI-55944",1118,34299,92880
"SCE-CSI-48431",2008,45780,92880
"SCE-CSI-13906",8429,49352,92880
"SCE-CSI-34291",1176,18896,92880
"SCE-CSI-07388",14058,67168.29,92880
"SCE-CSI-54041",950,31075,92880
"SCE-CSI-14249",11151,70774,92880
"SCE-CSI-13053",4301,33512,92880
"SCE-CSI-45095",1718,43164,92880
"SCE-CSI-22719",6756,38200,92880
"SCE-CSI-01372",10374,40643.44,92880
"SCE-CSI-03558",10309,58800,92880
"SCE-CSI-40304",1454,24736,92880
"SCE-CSI-24617",4266,61492.15,92880
"SCE-CSI-44805",716,23660,92880
"SCE-CSI-19880",6094,42291,92880
"SCE-CSI-25340",4691,40000,92880
"SCE-CSI-45302",921,22491,92880
"SCE-CSI-32741",930,25296,92880
"SCE-CSI-13282",7902,31401,92880
"SCE-CSI-38731",2669,50548,92880
"SCE-CSI-32507",1143,24430,92880
"SCE-CSI-21823",5393,33027.72,92880
"SCE-CSI-03142",7880,40400,92880
"SCE-CSI-23796",2663,16560,92880
"SCE-CSI-20794",5158,35052,92880
"SCE-CSI-55192",1602,41185,92880
"SCE-CSI-51445",1548,38847,92880
"SCE-CSI-23798",5244,36195,92880
"SCE-CSI-35392",1040,18922,92880
"SCE-CSI-40311",2027,32844,92880
"SCE-CSI-43694",1333,45230.4,92880
"SCE-CSI-27538",4036,39500,92880
"SCE-CSI-04270",8679,53283.6,92880
"SCE-CSI-25188",1800,19478.16,92880
"SCE-CSI-22803",3433,24546,92880
"SCE-CSI-39387",2629,52375.08,92880
"SCE-CSI-40128",2167,43605,92880
"SCE-CSI-40874",2003,34651,92880
"SCE-CSI-18647",2762,15500,92880
"SCE-CSI-24944",2283,36173,92880
"SCE-CSI-10365",9546,40590.2,92880
"SCE-CSI-40875",789,13080,92880
"SCE-CSI-29010",2272,31579.2,92880
"SCE-CSI-29573",3013,34956.25,92880
"SCE-CSI-47721",583,13744.5,92880
"SCE-CSI-15123",5794,38880,92880
"SCE-CSI-31380",6332,70275,92880
"SCE-CSI-15228",3964,19980,92880
"SCE-CSI-36003",943,14000,92880
"SCE-CSI-40935",1614,29806.7,92880
"SCE-CSI-37428",1228,28743,92880
